ResponseId,Age,Country,EdLevel,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith
13803,18-24y,India,Secondary School,C++;Dart;HTML/CSS;JavaScript;Rust;Solidity;TypeScript,Go;Rust;Solidity;TypeScript,Firebase Realtime Database,None,Vercel,Vercel,Next.js;React;Svelte,Svelte
25971,18-24y,Germany,Bachelor’s degree,Bash/Shell (all shells);C;C#;C++;Dart;HTML/CSS;Kotlin;PowerShell;Python;TypeScript,C;C#;C++;Kotlin;PowerShell,None,None,None,None,None,None
11648,35-44y,Russia,Bachelor’s degree,Rust;TypeScript,Rust;TypeScript,MongoDB;PostgreSQL;Redis,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Microsoft Azure,Cloudflare;Microsoft Azure;Vercel,Express;Next.js;Node.js;React;Vue.js,Node.js;React
52442,18-24y,Egypt,Bachelor’s degree,C#;C++;HTML/CSS;JavaScript;SQL,C#;C++;Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Microsoft SQL Server;MySQL,Microsoft SQL Server;MongoDB;MySQL;SQLite,None,None,ASP.NET CORE,AngularJS;ASP.NET CORE;Htmx;React
22754,18-24y,Ecuador,Study wo degree,Bash/Shell (all shells);GDScript;Groovy;Haskell;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;R;Scala;SQL;TypeScript,Assembly;C;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;TypeScript,MongoDB;MySQL;PostgreSQL;Redis;SQLite,MongoDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Digital Ocean;Google Cloud,None,Laravel;Node.js;Play Framework;React;Vue.js,Laravel;Node.js;React;Spring Boot;Svelte;Vue.js
16810,35-44y,Germany,Master’s degree,Bash/Shell (all shells);Kotlin;TypeScript,Bash/Shell (all shells);Kotlin;TypeScript,Redis,Clickhouse;Elasticsearch,Amazon Web Services (AWS),None,Node.js;Spring Boot;Vue.js,Vue.js
17809,Under 18y,Germany,Secondary School,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Python;Rust,Bash/Shell (all shells);HTML/CSS;Python;R;Rust,None,None,Heroku;Netlify,Netlify,Node.js;React,None
10244,18-24y,Pakistan,Bachelor’s degree,C#;HTML/CSS;JavaScript;Python;TypeScript;Visual Basic (.Net),C#;HTML/CSS;JavaScript;TypeScript,Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Microsoft SQL Server;MongoDB;PostgreSQL;Redis,Microsoft Azure;Netlify,None,ASP.NET CORE;Express;Next.js;Node.js;React,None
4872,35-44y,Spain,Study wo degree,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Elixir;HTML/CSS;Python,PostgreSQL,PostgreSQL,Google Cloud;Managed Hosting;Vercel,Managed Hosting;PythonAnywhere,Django;Elm;FastAPI;Next.js;React;Strapi;WordPress,Drupal;Elm;Htmx;Phoenix
56298,18-24y,India,Bachelor’s degree,C;HTML/CSS;Java;JavaScript;Python;SQL;Visual Basic (.Net),C;C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Visual Basic (.Net),BigQuery;Microsoft SQL Server;MongoDB;MySQL;Oracle,Microsoft SQL Server;MongoDB;MySQL;Oracle,None,None,None,None
48037,25-34y,Unknown,Master’s degree,None,None,None,None,None,None,None,None
25759,65y+,USA,Bachelor’s degree,Bash/Shell (all shells);C;Perl;Python,None,Elasticsearch;MongoDB;MySQL,None,OpenStack,None,None,None
7428,35-44y,Ukraine,Master’s degree,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL,BigQuery;MySQL;PostgreSQL,Google Cloud,None,Drupal;Express;jQuery;Node.js;Symfony,Node.js;Symfony
9421,18-24y,Brazil,Study wo degree,Bash/Shell (all shells);Cobol;Java;Ruby;Rust;SQL,Crystal;Python;Ruby;Rust;SQL,MariaDB;MySQL;Oracle;SQLite,MariaDB;MongoDB;MySQL;Oracle;SQLite,Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI),Amazon Web Services (AWS);Oracle Cloud Infrastructure (OCI),None,None
58948,18-24y,India,Associate degree,Bash/Shell (all shells);JavaScript;PowerShell;Python,Go,InfluxDB;MongoDB;PostgreSQL,Cassandra;Dynamodb,Amazon Web Services (AWS);Firebase,Digital Ocean;Google Cloud;Microsoft Azure;VMware,Flask;Node.js,None
1867,25-34y,UK,Secondary School,C#;Go;HTML/CSS;JavaScript;TypeScript,C#;C++;HTML/CSS;JavaScript;Rust,None,None,None,None,ASP.NET;ASP.NET CORE;Astro;Express;Next.js;Node.js;React;Remix;Strapi,ASP.NET;ASP.NET CORE;Astro;Express;Htmx;Node.js;Solid.js;Strapi;Svelte
27486,18-24y,Hong Kong,Bachelor’s degree,Assembly;Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,C#;HTML/CSS;JavaScript;Python;SQL,MariaDB;Microsoft SQL Server;MySQL,MariaDB;Microsoft SQL Server;MySQL,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Microsoft Azure;VMware,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery,ASP.NET;ASP.NET CORE
40524,25-34y,India,Bachelor’s degree,Java,Java,Elasticsearch;H2;InfluxDB;MySQL,MySQL,Databricks,Databricks,Spring Boot,Spring Boot
3029,45-54y,Poland,Master’s degree,Assembly;Bash/Shell (all shells);C;C#;C++;PowerShell;Python;SQL,Assembly;Bash/Shell (all shells);C;C++;Python,Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;SQLite,MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Google Cloud;Oracle Cloud Infrastructure (OCI);VMware,PythonAnywhere;VMware,None,None
3708,45-54y,Taiwan,Study wo degree,C;Python,C;Go;Python,PostgreSQL;SQLite,DuckDB;MongoDB;PostgreSQL;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud;Microsoft Azure,jQuery,AngularJS;Node.js;React;Vue.js
13185,25-34y,France,Study wo degree,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Python;Rust;Scala;SQL;TypeScript,PostgreSQL,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS);Firebase,Angular;jQuery;Next.js;Node.js;React,Express;Next.js;Node.js;React
19923,35-44y,Spain,Bachelor’s degree,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL,Go;Python;Rust;TypeScript,MariaDB;MongoDB;PostgreSQL;Redis;SQLite,Elasticsearch;Redis,None,None,jQuery;Next.js;React;WordPress,Express;FastAPI;Htmx;Next.js;React;Svelte
